LSTM-VQE,VQE after LSTM,VQE Random,VQE Zeros
,,-2.1798505783081055,
,,-2.1799087524414062,
,,-2.1799604892730713,
,,-2.180006504058838,
,,-2.1800475120544434,
,,-2.180083751678467,
,,-2.1801161766052246,
,,-2.180145025253296,
,,-2.1801705360412598,
,,-2.1801934242248535,
,,-2.180213689804077,
,,-2.1802315711975098,
,,-2.1802477836608887,
,,-2.1802620887756348,
,,-2.180274724960327,
,,-2.180286169052124,
,,-2.1802961826324463,
,,-2.180305242538452,
,,-2.1803133487701416,
,,-2.1803205013275146,
,,-2.1803269386291504,
,,-2.180332660675049,
,,-2.18033766746521,
,,-2.180342197418213,
,,-2.1803460121154785,
,,-2.180349588394165,
,,-2.1803526878356934,
,,-2.1803555488586426,
,,-2.1803579330444336,
,,-2.1803600788116455,
,,-2.1803619861602783,
,,-2.180363655090332,
,,-2.1803653240203857,
,,-2.1803665161132812,
,,-2.1803677082061768,
,,-2.1803689002990723,
,,-2.1803698539733887,
