LSTM-VQE,VQE after LSTM,VQE Random,VQE Zeros
-2.0069122314453125,-2.1801416873931885,-2.0609443187713623,
-2.0406906604766846,-2.1801581382751465,-2.0704140663146973,
-2.0427346229553223,-2.180175304412842,-2.0792582035064697,
-2.02628231048584,-2.1801929473876953,-2.0875072479248047,
-1.9982917308807373,-2.180211067199707,-2.0951907634735107,
-1.9377440214157104,-2.1802291870117188,-2.1023378372192383,
-2.031137704849243,-2.1802468299865723,-2.108975410461426,
-2.031830310821533,-2.1802632808685303,-2.115129232406616,
-1.985055923461914,-2.1802783012390137,-2.1208245754241943,
-2.035487413406372,-2.1802921295166016,-2.1260859966278076,
-2.009035348892212,-2.180304527282715,-2.1309375762939453,
-2.0209808349609375,-2.1803154945373535,-2.135403633117676,
-1.987370252609253,-2.1803252696990967,-2.139507532119751,
-1.9280731678009033,-2.1803338527679443,-2.14327335357666,
-2.007089138031006,-2.1803412437438965,-2.146723985671997,
-2.027902364730835,-2.180346965789795,-2.1498820781707764,
-2.030641555786133,-2.180351495742798,-2.1527693271636963,
-1.999150037765503,-2.1803548336029053,-2.1554059982299805,
-2.0187904834747314,-2.180356979370117,-2.1578121185302734,
-2.0314388275146484,-2.180358648300171,-2.160005807876587,
-1.9137952327728271,-2.1803596019744873,-2.162004232406616,
-1.9884957075119019,,-2.163822889328003,
-2.045098066329956,,-2.1654763221740723,
-2.0260963439941406,,-2.166977882385254,
-2.0192158222198486,,-2.168339967727661,
-2.028925895690918,,-2.1695737838745117,
-2.0137579441070557,,-2.170689582824707,
-2.0413928031921387,,-2.171696901321411,
-2.0481536388397217,,-2.172605037689209,
-2.0328285694122314,,-2.1734213829040527,
-2.009913682937622,,-2.174154281616211,
-2.018645763397217,,-2.1748106479644775,
-1.9388275146484375,,-2.1753973960876465,
-2.016705274581909,,-2.1759209632873535,
-2.025254249572754,,-2.176387310028076,
-2.0416016578674316,,-2.176802158355713,
-1.9705486297607422,,-2.177171230316162,
-1.9765019416809082,,-2.1774990558624268,
-2.0349392890930176,,-2.177790641784668,
-2.0258383750915527,,-2.1780498027801514,
-1.9993902444839478,,-2.1782805919647217,
-2.024110794067383,,-2.1784863471984863,
,,-2.1786701679229736,
,,-2.1788346767425537,
,,-2.1789822578430176,
,,-2.1791152954101562,
,,-2.1792352199554443,
,,-2.1793437004089355,
,,-2.1794421672821045,
,,-2.1795318126678467,
,,-2.1796131134033203,
,,-2.179687023162842,
,,-2.1797544956207275,
,,-2.1798157691955566,
,,-2.1798717975616455,
,,-2.179922342300415,
,,-2.1799685955047607,
,,-2.1800105571746826,
,,-2.1800484657287598,
,,-2.1800830364227295,
,,-2.180114269256592,
,,-2.180142402648926,
,,-2.1801681518554688,
,,-2.1801912784576416,
,,-2.1802120208740234,
,,-2.1802308559417725,
,,-2.1802475452423096,
,,-2.180262804031372,
,,-2.180276393890381,
,,-2.180288314819336,
,,-2.1802992820739746,
,,-2.1803088188171387,
,,-2.1803174018859863,
,,-2.1803250312805176,
,,-2.1803317070007324,
,,-2.18033766746521,
,,-2.18034291267395,
,,-2.1803476810455322,
,,-2.180351734161377,
,,-2.1803553104400635,
,,-2.180358409881592,
,,-2.180361032485962,
,,-2.180363416671753,
,,-2.180365562438965,
,,-2.1803674697875977,
,,-2.1803689002990723,
,,-2.180370330810547,
,,-2.1803715229034424,
,,-2.180372476577759,
