LSTM-VQE,VQE after LSTM,VQE Random,VQE Zeros
-2.1183807849884033,-2.179227113723755,-1.3847938776016235,-2.178767204284668
-2.1183807849884033,-2.1793575286865234,-1.4117887020111084,-2.1789987087249756
-2.1183807849884033,-2.1794626712799072,-1.438938856124878,-2.17921781539917
-2.1183807849884033,-2.179550886154175,-1.466208577156067,-2.1794207096099854
-2.1183807849884033,-2.179628610610962,-1.4935575723648071,-2.179612636566162
-2.1183807849884033,-2.1797008514404297,-1.5209406614303589,-2.1797902584075928
-2.1183807849884033,-2.1797704696655273,-1.5483063459396362,-2.179940938949585
-2.1183807849884033,-2.1798386573791504,-1.5755966901779175,-2.1800568103790283
-2.1183807849884033,-2.1799063682556152,-1.6027469635009766,-2.180143117904663
-2.1183807849884033,-2.1799745559692383,-1.6296874284744263,-2.1802074909210205
-2.1183807849884033,-2.1800425052642822,-1.6563447713851929,-2.180251359939575
-2.1183807849884033,-2.180107593536377,-1.6826447248458862,-2.1802737712860107
-2.1183807849884033,-2.1801655292510986,-1.7085140943527222,-2.1802799701690674
-2.1183807849884033,-2.18021297454834,-1.7338835000991821,-2.1802799701690674
-2.1183807849884033,-2.1802480220794678,-1.7586888074874878,
-2.1183807849884033,-2.1802704334259033,-1.782871961593628,
-2.1183807849884033,-2.1802823543548584,-1.8063825368881226,
-2.1183807849884033,-2.180286407470703,-1.8291771411895752,
-2.1183807849884033,-2.1802852153778076,-1.8512202501296997,
-2.1183807849884033,-2.180281162261963,-1.8724838495254517,
-2.1183807849884033,-2.180276393890381,-1.892946720123291,
-2.1183807849884033,-2.180272340774536,-1.9125938415527344,
-2.1183807849884033,-2.180270195007324,-1.9314149618148804,
-2.1183807849884033,-2.180270195007324,-1.9494036436080933,
-2.1183807849884033,,-1.966556191444397,
-2.1183807849884033,,-1.9828712940216064,
-2.1183807849884033,,-1.998349905014038,
-2.1183807849884033,,-2.012995481491089,
-2.1183807849884033,,-2.0268137454986572,
-2.1183807849884033,,-2.0398123264312744,
-2.1183807849884033,,-2.052002429962158,
-2.1183807849884033,,-2.063397169113159,
-2.1183807849884033,,-2.0740139484405518,
-2.1183807849884033,,-2.0838735103607178,
-2.1183807849884033,,-2.0930004119873047,
-2.1183807849884033,,-2.1014225482940674,
-2.1183807849884033,,-2.10917067527771,
-2.1183807849884033,,-2.1162781715393066,
-2.1183807849884033,,-2.1227807998657227,
-2.1183807849884033,,-2.1287155151367188,
-2.1183807849884033,,-2.134119749069214,
-2.1183807849884033,,-2.139031171798706,
-2.1183807849884033,,-2.143486499786377,
-2.1183807849884033,,-2.147521495819092,
-2.1183807849884033,,-2.151170015335083,
-2.1183807849884033,,-2.1544642448425293,
-2.1183807849884033,,-2.1574347019195557,
-2.1183807849884033,,-2.160109519958496,
-2.1183807849884033,,-2.1625146865844727,
-2.1183807849884033,,-2.1646738052368164,
-2.1183807849884033,,-2.166609525680542,
-2.1183807849884033,,-2.1683413982391357,
-2.1183807849884033,,-2.1698877811431885,
-2.1183807849884033,,-2.1712656021118164,
-2.1183807849884033,,-2.1724894046783447,
-2.1183807849884033,,-2.1735732555389404,
-2.1183807849884033,,-2.174529552459717,
-2.1183807849884033,,-2.1753697395324707,
-2.1183807849884033,,-2.176104784011841,
-2.1183807849884033,,-2.176744222640991,
-2.1183807849884033,,-2.177297353744507,
-2.1183807849884033,,-2.1777732372283936,
-2.1183807849884033,,-2.1781797409057617,
-2.1183807849884033,,-2.1785247325897217,
-2.1183807849884033,,-2.1788158416748047,
-2.1183807849884033,,-2.1790592670440674,
-2.1183807849884033,,-2.1792616844177246,
-2.1183807849884033,,-2.179429054260254,
-2.1183807849884033,,-2.1795663833618164,
,,-2.179678201675415,
,,-2.1797690391540527,
,,-2.179842472076416,
,,-2.179901599884033,
,,-2.1799492835998535,
,,-2.179987907409668,
,,-2.1800191402435303,
,,-2.1800451278686523,
,,-2.1800668239593506,
,,-2.1800856590270996,
,,-2.1801018714904785,
,,-2.180116653442383,
,,-2.1801302433013916,
,,-2.180142879486084,
,,-2.180155038833618,
,,-2.180166482925415,
,,-2.180177688598633,
,,-2.1801886558532715,
,,-2.180199146270752,
,,-2.180209159851074,
,,-2.1802191734313965,
,,-2.1802287101745605,
,,-2.1802380084991455,
,,-2.1802468299865723,
,,-2.18025541305542,
,,-2.1802637577056885,
,,-2.180271625518799,
,,-2.18027925491333,
,,-2.1802866458892822,
,,-2.180293560028076,
,,-2.180299997329712,
,,-2.1803064346313477,
,,-2.180312395095825,
,,-2.1803183555603027,
,,-2.180323600769043,
,,-2.180328845977783,
,,-2.1803338527679443,
,,-2.1803383827209473,
,,-2.180342674255371,
,,-2.180346727371216,
,,-2.1803503036499023,
,,-2.1803536415100098,
,,-2.180356740951538,
,,-2.1803596019744873,
,,-2.1803619861602783,
,,-2.1803641319274902,
,,-2.180366039276123,
,,-2.1803677082061768,
,,-2.1803691387176514,
,,-2.180370569229126,
,,-2.1803715229034424,
